area_type,availability,size(BHK),total_sqft,bath,balcony,price,location,price_per_sqft
Super built-up  Area,18-Oct,3.0,1866.0,2.0,2.0,61.58,Salunke Vihar,3300.10718113612
Super built-up  Area,Ready To Move,2.0,700.0,1.0,1.0,26.0,Sasson Road,3714.285714285714
Super built-up  Area,Ready To Move,3.0,1804.0,3.0,2.0,120.0,Satara Road,6651.884700665189
Super built-up  Area,Ready To Move,2.0,913.0,2.0,1.0,32.0,Senapati Bapat Road,3504.9288061336256
Super built-up  Area,21-Dec,3.0,1868.0,3.0,2.0,131.0,Shaniwar Peth,7012.847965738758
Built-up  Area,Ready To Move,2.0,883.0,2.0,1.0,45.0,Shivaji Nagar,5096.262740656852
Plot  Area,Ready To Move,2.0,900.0,2.0,1.0,110.0,Shukrawar Peth,12222.222222222223
Super built-up  Area,Ready To Move,3.0,1664.0,2.0,3.0,73.95,Sinhagad Road,4444.110576923077
Super built-up  Area,Ready To Move,3.0,2026.0,3.0,2.0,132.0,Somwar Peth,6515.301085883514
Super built-up  Area,Ready To Move,2.0,1210.0,2.0,1.0,80.9,Swargate,6685.950413223141
Plot  Area,Ready To Move,4.0,4111.0,4.0,2.0,250.0,Tilak Road,6081.24543906592
Super built-up  Area,Ready To Move,3.0,1762.0,3.0,3.0,91.45,Uruli Devachi,5190.124858115778
Super built-up  Area,Ready To Move,3.0,1252.0,3.0,3.0,55.0,Vadgaon Budruk,4392.97124600639
Built-up  Area,Ready To Move,2.0,861.0,2.0,1.0,34.5,Wadgaon Sheri,4006.968641114983
Built-up  Area,Ready To Move,3.0,1420.0,2.0,1.0,100.0,Viman Nagar,7042.2535211267605
Plot  Area,Ready To Move,6.0,1450.0,6.0,0.0,250.0,Vishrant Wadi,17241.379310344826
Built-up  Area,Ready To Move,3.0,1490.0,3.0,1.0,78.8,Wagholi,5288.5906040268455
Super built-up  Area,Ready To Move,3.0,1075.0,2.0,1.0,46.0,Wakadewadi,4279.069767441861
Super built-up  Area,18-Aug,3.0,1425.0,2.0,2.0,94.0,Wanowrie,6596.491228070176
Built-up  Area,Ready To Move,2.0,1200.0,2.0,1.0,40.0,Warje,3333.3333333333335
Super built-up  Area,Ready To Move,3.0,1280.0,2.0,2.0,56.0,Yerawada,4375.0
Super built-up  Area,Ready To Move,2.0,1084.0,2.0,2.0,50.0,Alandi Road,4612.546125461255
Super built-up  Area,18-Jul,2.0,1015.0,2.0,2.0,25.88,Ambegaon Budruk,2549.753694581281
Super built-up  Area,21-May,2.0,1017.0,2.0,1.0,51.25,Anandnagar,5039.331366764995
Super built-up  Area,Ready To Move,2.0,1027.0,2.0,2.0,44.0,Aundh,4284.323271665044
Super built-up  Area,Ready To Move,2.0,1069.0,2.0,2.0,45.0,Aundh Road,4209.541627689429
Super built-up  Area,Ready To Move,2.0,1349.0,2.0,1.0,98.2,Balaji Nagar,7279.466271312083
Super built-up  Area,Ready To Move,2.0,1005.0,2.0,1.0,50.0,Baner,4975.124378109453
Super built-up  Area,Ready To Move,2.0,1417.0,2.0,3.0,75.0,Baner road,5292.87226534933
Plot  Area,18-Jan,3.0,1475.0,3.0,1.0,98.0,Bhandarkar Road,6644.067796610169
Carpet  Area,Ready To Move,2.0,950.0,2.0,2.0,47.0,Bhavani Peth,4947.368421052632
Super built-up  Area,Ready To Move,4.0,2000.0,4.0,0.0,120.0,Bibvewadi,6000.0
Plot  Area,Ready To Move,3.0,880.0,3.0,1.0,140.0,Bopodi,15909.09090909091
Super built-up  Area,Ready To Move,4.0,1863.0,3.0,2.0,104.0,Budhwar Peth,5582.393988191089
Super built-up  Area,Ready To Move,2.0,1010.0,2.0,1.0,29.5,Bund Garden Road,2920.792079207921
Super built-up  Area,Ready To Move,3.0,1425.0,2.0,1.0,70.0,Camp,4912.2807017543855
Super built-up  Area,Ready To Move,3.0,1450.0,3.0,0.0,100.0,Chandan Nagar,6896.551724137931
Super built-up  Area,Ready To Move,3.0,1847.0,3.0,2.0,105.0,Dapodi,5684.89442338928
Super built-up  Area,Ready To Move,2.0,1100.0,2.0,3.0,45.0,Deccan Gymkhana,4090.909090909091
Super built-up  Area,20-Dec,1.0,525.0,1.0,1.0,26.0,Dehu Road,4952.380952380952
Super built-up  Area,Ready To Move,3.0,1665.0,3.0,2.0,95.0,Dhankawadi,5705.705705705705
Super built-up  Area,Ready To Move,4.0,1664.0,4.0,3.0,65.0,Dhayari Phata,3906.25
Super built-up  Area,Ready To Move,3.0,1850.0,3.0,3.0,150.0,Dhole Patil Road,8108.108108108108
Super built-up  Area,Ready To Move,2.0,1438.0,2.0,3.0,100.0,Erandwane,6954.102920723227
Super built-up  Area,Ready To Move,3.0,1560.0,3.0,3.0,115.0,Fatima Nagar,7371.794871794872
Super built-up  Area,18-Apr,2.0,1350.0,2.0,1.0,55.55,Fergusson College Road,4114.814814814815
Super built-up  Area,Ready To Move,3.0,1550.0,3.0,3.0,67.0,Ganesh Peth,4322.580645161291
Super built-up  Area,18-Apr,2.0,1140.0,2.0,2.0,46.5,Ganeshkhind,4078.9473684210525
Plot  Area,Ready To Move,5.0,1200.0,5.0,2.0,180.0,Ghorpade Peth,15000.0
Super built-up  Area,18-Dec,2.0,850.0,2.0,2.0,27.0,Ghorpadi,3176.470588235294
Super built-up  Area,Ready To Move,2.0,1280.0,2.0,2.0,75.0,Gokhale Nagar,5859.375
Built-up  Area,Ready To Move,2.0,1170.0,2.0,2.0,52.0,Gultekdi,4444.444444444444
Super built-up  Area,Ready To Move,2.0,1113.0,2.0,1.0,51.0,Guruwar peth,4582.210242587601
Super built-up  Area,Ready To Move,2.0,1385.0,2.0,1.0,83.09,Hadapsar,5999.27797833935
Super built-up  Area,18-Apr,2.0,1128.0,2.0,1.0,65.0,Hadapsar Industrial Estate,5762.41134751773
Plot  Area,Ready To Move,2.0,1200.0,2.0,2.0,128.0,Hingne Khurd,10666.666666666666
Plot  Area,Ready To Move,4.0,1200.0,4.0,3.0,165.0,Jangali Maharaj Road,13750.0
Super built-up  Area,Ready To Move,3.0,2390.0,3.0,2.0,415.0,Kalyani Nagar,17364.016736401674
Plot  Area,Ready To Move,4.0,2400.0,4.0,1.0,400.0,Karve Nagar,16666.666666666668
Super built-up  Area,Ready To Move,3.0,1464.0,3.0,2.0,56.0,Karve Road,3825.136612021858
Super built-up  Area,Ready To Move,2.0,1200.0,2.0,2.0,55.0,Kasba Peth,4583.333333333333
Super built-up  Area,Ready To Move,2.0,1200.0,2.0,2.0,52.0,Katraj,4333.333333333333
Super built-up  Area,Ready To Move,3.0,1150.0,2.0,1.0,55.0,Khadaki,4782.608695652174
Built-up  Area,Ready To Move,3.0,1645.0,3.0,2.0,95.0,Khadki,5775.075987841945
Super built-up  Area,20-Mar,2.0,1000.0,2.0,1.0,67.0,Kharadi,6700.0
Plot  Area,Ready To Move,4.0,2650.0,4.0,2.0,198.0,Kondhwa,7471.698113207547
Super built-up  Area,Ready To Move,2.0,1192.0,2.0,2.0,74.0,Kondhwa Budruk,6208.053691275168
Super built-up  Area,Ready To Move,3.0,2135.0,3.0,2.0,215.0,Kondhwa Khurd,10070.257611241217
Super built-up  Area,19-Dec,2.0,1173.0,2.0,1.0,58.0,Koregaon Park,4944.58653026428
Built-up  Area,Ready To Move,2.0,1020.0,2.0,2.0,45.0,Kothrud,4411.764705882353
Super built-up  Area,Ready To Move,4.0,3122.0,6.0,2.0,230.0,Law College Road,7367.072389493914
Super built-up  Area,Ready To Move,3.0,1600.0,3.0,3.0,64.0,Laxmi Road,4000.0
Plot  Area,18-Mar,2.0,1200.0,2.0,0.0,79.0,Lulla Nagar,6583.333333333333
Carpet  Area,Ready To Move,2.0,1230.0,2.0,3.0,48.0,Mahatma Gandhi Road,3902.439024390244
Super built-up  Area,Ready To Move,2.0,1250.0,2.0,2.0,40.0,Mangalwar peth,3200.0
Super built-up  Area,Ready To Move,2.0,1325.0,2.0,2.0,76.0,Manik Bagh,5735.8490566037735
Built-up  Area,Ready To Move,3.0,1850.0,3.0,1.0,150.0,Market yard,8108.108108108108
Super built-up  Area,21-Dec,1.0,525.0,2.6926619356786956,1.5845003933910307,21.53,Model colony,4100.952380952381
Super built-up  Area,Ready To Move,2.0,1200.0,2.0,2.0,65.0,Mukund Nagar,5416.666666666667
Plot  Area,Ready To Move,3.0,1350.0,2.0,0.0,140.0,Mundhawa,10370.37037037037
Super built-up  Area,18-Jun,3.0,1260.0,3.0,1.0,49.36,Nagar Road,3917.4603174603176
Super built-up  Area,Ready To Move,3.0,1800.0,3.0,0.0,150.0,Nana Peth,8333.333333333334
Plot  Area,18-Dec,3.0,11.0,3.0,2.0,74.0,Narayan Peth,672727.2727272727
Built-up  Area,Ready To Move,2.0,1100.0,2.0,1.0,43.25,Narayangaon,3931.818181818182
Super built-up  Area,Ready To Move,2.0,1508.0,2.0,1.0,77.0,Navi Peth,5106.100795755968
Carpet  Area,Ready To Move,3.0,1592.0,3.0,2.0,75.0,Padmavati,4711.05527638191
Super built-up  Area,Ready To Move,2.0,1388.0,2.0,3.0,57.0,Parvati Darshan,4106.628242074928
Super built-up  Area,18-May,1.0,630.0,1.0,1.0,28.35,Pashan,4500.0
Plot  Area,Ready To Move,3.0,2000.0,3.0,2.0,365.0,Paud Road,18250.0
Super built-up  Area,Ready To Move,3.0,1762.0,3.0,1.0,125.0,Pirangut,7094.211123723042
Super built-up  Area,21-Dec,2.0,950.0,2.0,2.0,50.0,Prabhat Road,5263.1578947368425
Super built-up  Area,Ready To Move,4.0,3252.0,5.0,3.0,335.0,Pune Railway Station,10301.353013530135
Super built-up  Area,18-Aug,2.0,1116.0,2.0,1.0,50.0,Rasta Peth,4480.286738351255
Super built-up  Area,Ready To Move,2.0,1308.0,2.0,2.0,89.04,Raviwar Peth,6807.339449541284
Super built-up  Area,Ready To Move,3.0,1200.0,3.0,0.0,90.0,Sadashiv Peth,7500.0
Plot  Area,Ready To Move,4.0,1500.0,4.0,2.0,230.0,Sahakar Nagar,15333.333333333334
Built-up  Area,Ready To Move,1.0,500.0,1.0,1.0,18.5,Salunke Vihar,3700.0
Super built-up  Area,Ready To Move,2.0,1075.0,2.0,1.0,52.0,Sasson Road,4837.209302325581
Super built-up  Area,18-Mar,1.0,530.0,1.0,0.0,11.66,Satara Road,2200.0
Built-up  Area,Ready To Move,2.0,1205.0,2.0,3.0,66.0,Senapati Bapat Road,5477.178423236514
Super built-up  Area,Ready To Move,2.0,1075.0,2.0,2.0,60.0,Shaniwar Peth,5581.395348837209
Built-up  Area,Ready To Move,2.0,930.0,2.0,2.0,39.0,Shivaji Nagar,4193.548387096775
Super built-up  Area,Ready To Move,2.0,1380.0,2.0,1.0,60.0,Shukrawar Peth,4347.826086956522
Super built-up  Area,Ready To Move,4.0,2483.0,5.0,2.0,212.0,Sinhagad Road,8538.058799838904
Built-up  Area,Ready To Move,2.0,1166.0,2.0,2.0,55.0,Somwar Peth,4716.981132075472
Super built-up  Area,Ready To Move,2.0,1050.0,2.0,1.0,65.0,Swargate,6190.476190476191
Super built-up  Area,19-Mar,3.0,2023.71,3.0,2.0,275.0,Tilak Road,13588.903548433324
Super built-up  Area,Ready To Move,2.0,1200.0,2.0,2.0,46.8,Uruli Devachi,3900.0
Super built-up  Area,Ready To Move,3.0,1600.0,2.0,1.0,108.0,Vadgaon Budruk,6750.0
Super built-up  Area,Ready To Move,3.0,1935.0,3.0,2.0,110.0,Wadgaon Sheri,5684.754521963824
Super built-up  Area,18-May,1.0,451.0,1.0,0.0,29.9,Viman Nagar,6629.711751662971
Super built-up  Area,Ready To Move,3.0,1800.0,3.0,2.0,95.0,Vishrant Wadi,5277.777777777777
Super built-up  Area,18-May,3.0,1400.0,3.0,0.0,77.0,Wagholi,5500.0
Super built-up  Area,Ready To Move,3.0,1801.0,3.0,2.0,115.0,Wakadewadi,6385.341476957246
Built-up  Area,Ready To Move,2.0,1451.0,2.0,1.5845003933910307,90.0,Wanowrie,6202.618883528601
Plot  Area,19-Jan,2.0,1200.0,1.0,1.0,36.0,Warje,3000.0
Super built-up  Area,Ready To Move,2.0,1160.0,2.0,2.0,44.0,Yerawada,3793.103448275862
Built-up  Area,Ready To Move,2.0,1000.0,2.0,1.0,25.0,Alandi Road,2500.0
Super built-up  Area,Ready To Move,2.0,950.0,2.0,1.0,40.0,Ambegaon Budruk,4210.526315789473
Built-up  Area,20-Dec,3.0,1629.0,3.0,2.0,79.0,Anandnagar,4849.600982197668
Built-up  Area,Ready To Move,3.0,1580.0,2.0,0.0,134.0,Aundh,8481.012658227848
Super built-up  Area,21-Jun,3.0,1826.0,3.0,2.0,121.0,Aundh Road,6626.506024096386
Built-up  Area,Ready To Move,2.0,1245.0,2.0,1.0,94.0,Balaji Nagar,7550.2008032128515
Super built-up  Area,Ready To Move,2.0,1145.0,2.0,2.0,45.79,Baner,3999.126637554585
Super built-up  Area,Ready To Move,2.0,825.0,2.0,1.0,33.0,Baner road,4000.0
Super built-up  Area,18-Aug,3.0,1693.0,3.0,3.0,108.0,Bhandarkar Road,6379.208505611341
Super built-up  Area,Ready To Move,2.0,1113.27,2.0,2.0,53.0,Bhavani Peth,4760.74986301616
Built-up  Area,Ready To Move,2.0,1460.0,2.0,1.0,58.0,Bibvewadi,3972.6027397260273
Built-up  Area,Ready To Move,2.0,1050.0,2.0,1.0,32.0,Bopodi,3047.6190476190477
Built-up  Area,Ready To Move,2.0,1260.0,2.0,2.0,55.0,Budhwar Peth,4365.079365079365
Super built-up  Area,Ready To Move,6.0,700.0,3.0,1.5845003933910307,120.0,Bund Garden Road,17142.85714285714
Built-up  Area,Ready To Move,2.0,1656.0,2.0,1.0,120.0,Camp,7246.376811594203
Super built-up  Area,Ready To Move,3.0,1208.0,3.0,1.0,45.0,Chandan Nagar,3725.1655629139073
Super built-up  Area,Ready To Move,3.0,1910.0,3.0,2.0,161.0,Dapodi,8429.319371727748
Super built-up  Area,Ready To Move,4.0,3252.0,4.0,1.0,230.0,Deccan Gymkhana,7072.570725707257
Plot  Area,Ready To Move,2.0,1200.0,2.0,1.0,65.0,Dehu Road,5416.666666666667
Super built-up  Area,Ready To Move,4.0,1200.0,4.0,1.0,175.0,Dhankawadi,14583.333333333334
Super built-up  Area,Ready To Move,2.0,1175.0,2.0,1.0,82.0,Dhayari Phata,6978.723404255319
Plot  Area,Ready To Move,2.0,1000.0,2.0,0.0,165.0,Dhole Patil Road,16500.0
Plot  Area,Ready To Move,4.0,1200.0,2.0,0.0,125.0,Erandwane,10416.666666666666
Super built-up  Area,Ready To Move,3.0,2390.0,3.0,2.0,410.0,Fatima Nagar,17154.81171548117
Super built-up  Area,19-Jan,7.0,12000.0,6.0,3.0,2200.0,Fergusson College Road,18333.333333333332
Plot  Area,Ready To Move,2.0,550.0,1.0,1.0,62.0,Ganesh Peth,11272.727272727272
Super built-up  Area,Ready To Move,2.0,1185.0,2.0,1.5845003933910307,38.0,Ghorpade Peth,3206.7510548523205
Super built-up  Area,Ready To Move,2.0,750.0,2.0,1.0,38.0,Ghorpadi,5066.666666666667
Plot  Area,Ready To Move,6.0,1200.0,7.0,3.0,250.0,Gokhale Nagar,20833.333333333332
Super built-up  Area,Ready To Move,3.0,1550.0,3.0,3.0,64.5,Gultekdi,4161.290322580645
Built-up  Area,Ready To Move,3.0,1760.0,3.0,2.0,88.0,Guruwar peth,5000.0
Super built-up  Area,Ready To Move,2.0,1125.0,2.0,2.0,62.0,Hadapsar,5511.111111111111
Plot  Area,Ready To Move,3.0,1350.0,3.0,2.0,150.0,Hadapsar Industrial Estate,11111.111111111111
Plot  Area,17-Dec,2.0,1000.0,2.0,1.0,55.0,Hingne Khurd,5500.0
Built-up  Area,18-Aug,2.0,1090.0,2.0,2.0,31.48,Jangali Maharaj Road,2888.0733944954127
Plot  Area,Ready To Move,2.0,1200.0,2.0,0.0,60.0,Kalyani Nagar,5000.0
Super built-up  Area,Ready To Move,3.0,1991.0,4.0,2.0,103.0,Karve Nagar,5173.279758915118
Super built-up  Area,18-Oct,2.0,1060.0,2.0,1.0,26.5,Karve Road,2500.0
Super built-up  Area,Ready To Move,2.0,1105.0,2.0,1.0,75.0,Kasba Peth,6787.330316742082
Built-up  Area,Ready To Move,2.0,985.0,2.0,2.0,67.0,Katraj,6802.030456852792
Plot  Area,Ready To Move,6.0,1533.0,5.0,3.0,85.0,Khadaki,5544.683626875408
Super built-up  Area,17-Jul,3.0,1590.0,3.0,2.0,79.0,Khadki,4968.553459119496
Super built-up  Area,Ready To Move,2.0,1120.0,2.0,2.0,55.0,Kharadi,4910.714285714285
Super built-up  Area,Ready To Move,2.0,1069.0,2.0,1.0,55.0,Kondhwa,5144.9953227315245
Super built-up  Area,Ready To Move,3.0,1933.0,3.0,2.0,140.0,Kondhwa Budruk,7242.628039317124
Built-up  Area,16-Mar,2.0,1194.0,2.0,0.0,69.0,Kondhwa Khurd,5778.894472361809
Super built-up  Area,Ready To Move,2.0,1150.0,2.0,3.0,69.0,Koregaon Park,6000.0
Super built-up  Area,Ready To Move,2.0,1240.0,2.0,2.0,47.12,Kothrud,3800.0
Super built-up  Area,Ready To Move,2.0,1419.0,2.0,2.0,48.1,Law College Road,3389.7110641296686
Plot  Area,Ready To Move,8.0,1200.0,8.0,1.5845003933910307,250.0,Laxmi Road,20833.333333333332
Super built-up  Area,Ready To Move,3.0,2150.0,4.0,1.5845003933910307,240.0,Lulla Nagar,11162.790697674418
Super built-up  Area,Ready To Move,3.0,1450.0,3.0,2.0,55.0,Mahatma Gandhi Road,3793.103448275862
Super built-up  Area,18-Jul,3.0,1630.0,3.0,2.0,68.29,Mangalwar peth,4189.57055214724
Super built-up  Area,Ready To Move,2.0,708.0,1.0,1.0,40.0,Manik Bagh,5649.717514124294
Plot  Area,Ready To Move,3.0,1000.0,4.0,3.0,110.0,Market yard,11000.0
Plot  Area,Ready To Move,4.0,11890.0,4.0,3.0,700.0,Model colony,5887.300252312868
Super built-up  Area,Ready To Move,2.0,1250.0,2.0,1.0,76.0,Mukund Nagar,6080.0
Super built-up  Area,Ready To Move,3.0,1400.0,2.0,1.0,95.0,Mundhawa,6785.714285714285
Super built-up  Area,Ready To Move,3.0,1670.0,2.0,3.0,57.0,Nagar Road,3413.1736526946106
Super built-up  Area,Ready To Move,3.0,1750.0,3.0,2.0,100.0,Nana Peth,5714.285714285715
Super built-up  Area,Ready To Move,2.0,1404.0,2.0,1.0,71.0,Narayan Peth,5056.980056980057
Super built-up  Area,Ready To Move,3.0,1715.0,2.0,2.0,95.0,Narayangaon,5539.35860058309
Built-up  Area,18-Apr,1.0,630.0,1.0,1.0,34.65,Navi Peth,5500.0
Super built-up  Area,Ready To Move,3.0,1752.12,3.0,2.0,135.0,Padmavati,7704.951715635916
Super built-up  Area,Ready To Move,3.0,1650.0,3.0,2.0,78.0,Parvati Darshan,4727.272727272727
Super built-up  Area,Ready To Move,2.0,1295.0,2.0,1.0,55.47,Pashan,4283.397683397683
Plot  Area,Ready To Move,3.0,1800.0,3.0,2.0,252.0,Paud Road,14000.0
Super built-up  Area,18-Sep,2.0,1346.0,2.0,1.0,74.03,Pirangut,5500.0
Plot  Area,Ready To Move,4.0,1200.0,4.0,2.0,200.0,Prabhat Road,16666.666666666668
Super built-up  Area,Ready To Move,2.0,1150.0,2.0,2.0,55.0,Pune Railway Station,4782.608695652174
Built-up  Area,Ready To Move,4.0,3309.0,4.0,3.0,325.0,Rasta Peth,9821.698398307646
Super built-up  Area,18-May,3.0,1190.0,2.0,2.0,30.35,Raviwar Peth,2550.4201680672268
Super built-up  Area,Ready To Move,3.0,1620.0,3.0,2.0,98.0,Sadashiv Peth,6049.382716049383
Super built-up  Area,18-Apr,2.0,950.0,2.0,1.0,46.96,Sahakar Nagar,4943.1578947368425
Super built-up  Area,Ready To Move,11.0,5000.0,9.0,3.0,360.0,Salunke Vihar,7200.0
Super built-up  Area,Ready To Move,3.0,2450.0,3.0,0.0,120.0,Sasson Road,4897.959183673469
Super built-up  Area,18-May,3.0,1220.0,2.0,1.0,35.23,Satara Road,2887.7049180327863
Super built-up  Area,Ready To Move,2.0,850.0,2.0,1.0,30.0,Senapati Bapat Road,3529.4117647058824
Built-up  Area,Ready To Move,2.0,1020.0,2.0,2.0,63.0,Shaniwar Peth,6176.470588235294
Built-up  Area,Ready To Move,2.0,1100.0,2.0,2.0,50.0,Shivaji Nagar,4545.454545454545
Super built-up  Area,Ready To Move,2.0,1150.0,2.0,2.0,126.0,Shukrawar Peth,10956.521739130434
Super built-up  Area,18-Dec,3.0,1760.0,2.0,2.0,130.0,Sinhagad Road,7386.363636363636
Super built-up  Area,Ready To Move,3.0,1800.0,3.0,3.0,110.0,Somwar Peth,6111.111111111111
Super built-up  Area,Ready To Move,2.0,1070.0,2.0,1.0,54.0,Swargate,5046.728971962617
Plot  Area,Ready To Move,4.0,1500.0,4.0,2.0,220.0,Tilak Road,14666.666666666666
Plot  Area,Ready To Move,2.0,1440.0,2.0,0.0,95.0,Uruli Devachi,6597.222222222223
Super built-up  Area,Ready To Move,2.0,900.0,2.0,1.0,40.0,Vadgaon Budruk,4444.444444444444
Built-up  Area,Ready To Move,4.0,1200.0,4.0,1.0,230.0,Wadgaon Sheri,19166.666666666668
Super built-up  Area,18-May,2.0,1130.0,2.0,1.0,42.16,Viman Nagar,3730.973451327434
Super built-up  Area,Ready To Move,2.0,1320.0,2.0,1.0,165.0,Vishrant Wadi,12500.0
Super built-up  Area,19-Jun,2.0,1270.0,2.0,1.0,98.0,Wagholi,7716.535433070866
Built-up  Area,Ready To Move,2.0,1200.0,2.0,1.0,62.0,Wakadewadi,5166.666666666667
Super built-up  Area,Ready To Move,4.0,4800.0,4.0,1.5845003933910307,235.0,Wanowrie,4895.833333333333
Super built-up  Area,Ready To Move,2.0,1200.0,2.0,1.0,74.0,Warje,6166.666666666667
Super built-up  Area,Ready To Move,2.0,929.0,2.0,0.0,50.17,Yerawada,5400.4305705059205
Built-up  Area,Ready To Move,4.0,1150.0,4.0,2.0,260.0,Alandi Road,22608.695652173912
Plot  Area,Ready To Move,4.0,1125.0,4.0,3.0,180.0,Ambegaon Budruk,16000.0
Plot  Area,Ready To Move,5.0,500.0,3.0,2.0,65.0,Anandnagar,13000.0
Plot  Area,Ready To Move,5.0,1200.0,5.0,2.0,190.0,Aundh,15833.333333333334
Super built-up  Area,Ready To Move,3.0,1464.0,3.0,2.0,56.0,Aundh Road,3825.136612021858
Super built-up  Area,Ready To Move,4.0,3600.0,4.0,3.0,400.0,Balaji Nagar,11111.111111111111
Plot  Area,Ready To Move,4.0,2000.0,4.0,2.0,99.0,Baner,4950.0
Super built-up  Area,Ready To Move,2.0,1208.0,2.0,1.0,49.0,Baner road,4056.291390728477
Super built-up  Area,Ready To Move,2.0,1130.0,2.0,2.0,60.0,Bhandarkar Road,5309.734513274337
Super built-up  Area,Ready To Move,3.0,1753.0,3.0,2.0,120.0,Bhavani Peth,6845.407872219053
Super built-up  Area,Ready To Move,5.0,4500.0,7.0,3.0,337.0,Bibvewadi,7488.888888888889
Plot  Area,Ready To Move,3.0,600.0,3.0,2.0,58.0,Bopodi,9666.666666666666
Super built-up  Area,22-Jun,2.0,1196.0,2.0,2.0,94.42,Budhwar Peth,7894.648829431439
Built-up  Area,Ready To Move,2.0,1150.0,3.0,3.0,52.5,Bund Garden Road,4565.217391304348
Super built-up  Area,18-Apr,2.0,1128.0,2.0,1.0,63.0,Camp,5585.106382978724
Super built-up  Area,Ready To Move,2.0,1000.0,2.0,1.0,53.0,Chandan Nagar,5300.0
Super built-up  Area,Ready To Move,2.0,1035.0,2.0,1.0,45.0,Dapodi,4347.826086956522
Built-up  Area,Ready To Move,2.0,950.0,2.0,1.0,32.0,Deccan Gymkhana,3368.4210526315787
Super built-up  Area,Ready To Move,3.0,1075.0,2.0,1.0,36.0,Dehu Road,3348.8372093023254
Super built-up  Area,Ready To Move,2.0,1040.0,2.0,1.0,48.5,Dhankawadi,4663.461538461538
Plot  Area,17-Oct,2.0,720.0,2.0,1.0,45.0,Dhayari Phata,6250.0
Super built-up  Area,Ready To Move,3.0,1511.0,3.0,1.0,95.0,Dhole Patil Road,6287.22700198544
Built-up  Area,Ready To Move,3.0,1300.0,3.0,1.0,58.0,Erandwane,4461.538461538462
Super built-up  Area,19-Dec,3.0,1545.0,3.0,1.0,68.75,Fatima Nagar,4449.838187702266
Built-up  Area,Ready To Move,1.0,375.0,2.0,0.0,26.0,Fergusson College Road,6933.333333333333
Super built-up  Area,Ready To Move,2.0,1062.0,2.0,3.0,38.0,Ganesh Peth,3578.154425612053
Super built-up  Area,Ready To Move,2.0,1115.0,2.0,1.0,40.0,Ganeshkhind,3587.4439461883408
Super built-up  Area,Ready To Move,2.0,1000.0,2.0,1.0,35.0,Ghorpade Peth,3500.0
Super built-up  Area,17-May,2.0,883.0,2.0,1.0,45.0,Ghorpadi,5096.262740656852
Super built-up  Area,19-Apr,2.0,1195.0,2.0,1.0,70.0,Gokhale Nagar,5857.740585774059
Plot  Area,Ready To Move,4.0,1200.0,3.0,1.0,165.0,Gultekdi,13750.0
Built-up  Area,Ready To Move,1.0,700.0,1.0,0.0,41.0,Guruwar peth,5857.142857142857
Super built-up  Area,Ready To Move,2.0,1246.0,2.0,1.0,67.0,Hadapsar,5377.2070626003215
Plot  Area,Ready To Move,4.0,660.0,4.0,2.0,90.0,Hadapsar Industrial Estate,13636.363636363636
Plot  Area,Ready To Move,4.0,8500.0,4.0,2.0,145.0,Hingne Khurd,1705.8823529411766
Super built-up  Area,Ready To Move,4.0,1600.0,4.0,1.0,80.0,Jangali Maharaj Road,5000.0
Super built-up  Area,18-Dec,4.0,2805.0,5.0,3.0,154.0,Kalyani Nagar,5490.196078431372
Super built-up  Area,Ready To Move,3.0,1584.0,3.0,1.5845003933910307,65.0,Karve Nagar,4103.535353535353
Plot  Area,Ready To Move,4.0,3000.0,5.0,1.0,275.0,Karve Road,9166.666666666666
Built-up  Area,Ready To Move,3.0,1175.0,2.0,2.0,48.0,Kasba Peth,4085.1063829787236
Built-up  Area,19-Jul,3.0,1595.0,3.0,2.0,115.0,Katraj,7210.031347962383
Super built-up  Area,Ready To Move,2.0,1353.0,2.0,2.0,110.0,Khadaki,8130.081300813008
Super built-up  Area,18-Apr,3.0,1599.0,3.0,2.0,125.0,Khadki,7817.385866166354
Super built-up  Area,Ready To Move,2.0,1150.0,2.0,1.0,70.0,Kharadi,6086.95652173913
Super built-up  Area,17-Dec,4.0,5230.0,6.0,1.0,465.0,Kondhwa,8891.013384321224
Super built-up  Area,Ready To Move,2.0,1155.0,2.0,2.0,42.74,Kondhwa Budruk,3700.4329004329006
Built-up  Area,Ready To Move,1.0,1200.0,2.0,0.0,85.0,Kondhwa Khurd,7083.333333333333
Super built-up  Area,18-Jul,2.0,1000.0,2.0,1.0,25.0,Koregaon Park,2500.0
Super built-up  Area,Ready To Move,4.0,3000.0,4.0,1.5845003933910307,120.0,Kothrud,4000.0
Built-up  Area,Ready To Move,3.0,1867.0,3.0,1.0,160.0,Law College Road,8569.89823245849
Super built-up  Area,18-Jun,2.0,1251.0,2.0,1.0,47.0,Laxmi Road,3756.994404476419
Super built-up  Area,18-Apr,2.0,1028.0,2.0,1.0,45.5,Lulla Nagar,4426.070038910506
